chi2_kahan_long, chi2_std, chi2_std_long, chi2_kahan, chi2_kahan_avx
116644.3277647517679014299574191682040691, 116644.3277647517679724842309951782226562, 116644.3277647517679156408121343702077866, 116644.3277647517679724842309951782226562, 116644.3277647517679724842309951782226562
116644.3278289172996551315009128302335739, 116644.3278289171576034277677536010742188, 116644.327828917299875399748998461291194, 116644.327828917303122580051422119140625, 116644.327828917303122580051422119140625
116644.3274760015805711077518935780972242, 116644.3274760014755884185433387756347656, 116644.3274760015805568968971783760935068, 116644.32747600157745182514190673828125, 116644.32747600157745182514190673828125
116644.3281176568990247233159607276320457, 116644.3281176573218544945120811462402344, 116644.3281176568991028830168943386524916, 116644.3281176568998489528894424438476562, 116644.3281176568998489528894424438476562
116644.3277835888901705629905336536467075, 116644.3277835889603011310100555419921875, 116644.3277835888900710870075272396206856, 116644.3277835888875415548682212829589844, 116644.327783588902093470096588134765625
116644.3278100802897938592650461941957474, 116644.3278100805764552205801010131835938, 116644.3278100802899430732395558152347803, 116644.3278100802854169160127639770507812, 116644.3278100802854169160127639770507812
116644.3276643778743419943566550500690937, 116644.3276643778372090309858322143554688, 116644.3276643778744414703396614640951157, 116644.3276643778808647766709327697753906, 116644.3276643778808647766709327697753906
116644.3279292918702623182980460114777088, 116644.3279292919614817947149276733398438, 116644.3279292918700562609046755824238062, 116644.3279292918741703033447265625, 116644.3279292918741703033447265625
116644.3277532580066235823323950171470642, 116644.3277532580978004261851310729980469, 116644.3277532580066662148965406231582165, 116644.3277532580104889348149299621582031, 116644.3277532580104889348149299621582031
116644.3278404110247024050295294728130102, 116644.3278404110897099599242210388183594, 116644.3278404110246810887474566698074341, 116644.3278404110315022990107536315917969, 116644.3278404110169503837823867797851562
116644.3273610623405716069100890308618546, 116644.3273610622418345883488655090332031, 116644.3273610623404792363544402178376913, 116644.3273610623436979949474334716796875, 116644.3273610623436979949474334716796875
116644.32823259252221248516434570774436, 116644.3282325930485967546701431274414062, 116644.3282325925222622231558489147573709, 116644.3282325925247278064489364624023438, 116644.3282325925247278064489364624023438
116644.3277626092522964995623624417930841, 116644.3277626095368759706616401672363281, 116644.3277626092523178158444352447986603, 116644.3277626092458376660943031311035156, 116644.3277626092603895813226699829101562
116644.3278310598885667559443390928208828, 116644.3278310600726399570703506469726562, 116644.3278310598885525450896238908171654, 116644.3278310598834650591015815734863281, 116644.3278310598980169743299484252929688
116644.3274545797274299729906488209962845, 116644.3274545796884922310709953308105469, 116644.3274545797275294489736552350223064, 116644.3274545797321479767560958862304688, 116644.3274545797321479767560958862304688
116644.3281390860887185567662527319043875, 116644.3281390860502142459154129028320312, 116644.3281390860886901350568223278969526, 116644.3281390860938699916005134582519531, 116644.3281390860793180763721466064453125
116644.3277968559923323255134164355695248, 116644.3277968559850705787539482116699219, 116644.3277968559924602232058532536029816, 116644.3277968559996224939823150634765625, 116644.3277968559996224939823150634765625
116644.3277968131738333568137022666633129, 116644.3277968132897512987256050109863281, 116644.3277968131737551971127686556428671, 116644.3277968131733359768986701965332031, 116644.3277968131878878921270370483398438
116644.3277970482697156739959609694778919, 116644.3277970485505647957324981689453125, 116644.3277970482698790988251857925206423, 116644.3277970482740784063935279846191406, 116644.3277970482740784063935279846191406
116644.3277966200845270350328064523637295, 116644.3277966203022515401244163513183594, 116644.3277966200844701916139456443488598, 116644.32779662008397281169891357421875, 116644.32779662008397281169891357421875
116644.3277968346023101275932276621460915, 116644.327796834520995616912841796875, 116644.3277968346023527601573732681572437, 116644.3277968346083071082830429077148438, 116644.3277968346083071082830429077148438
116644.327796834572055217904562596231699, 116644.3277968345064437016844749450683594, 116644.3277968345721973264517146162688732, 116644.3277968345792032778263092041015625, 116644.3277968345792032778263092041015625
116644.3277968347383932723460020497441292, 116644.3277968347392743453383445739746094, 116644.3277968347385069591837236657738686, 116644.3277968347392743453383445739746094, 116644.3277968347392743453383445739746094
116644.3277968344361141816989402286708355, 116644.3277968345792032778263092041015625, 116644.3277968344362705011008074507117271, 116644.3277968344336841255426406860351562, 116644.3277968344336841255426406860351562
116644.3277968345985939890852023381739855, 116644.3277968344482360407710075378417969, 116644.3277968345984945131021959241479635, 116644.3277968345937551930546760559082031, 116644.3277968345937551930546760559082031
116644.3277968345758779378229519352316856, 116644.3277968344482360407710075378417969, 116644.3277968345758210944040911272168159, 116644.3277968345792032778263092041015625, 116644.3277968345646513625979423522949219
116644.3277968347010045135903055779635906, 116644.3277968346956185996532440185546875, 116644.3277968347011608329921728000044823, 116644.3277968346956185996532440185546875, 116644.3277968346956185996532440185546875
116644.3277968344732471450697630643844604, 116644.327796834520995616912841796875, 116644.3277968344733039884886238723993301, 116644.3277968344773398712277412414550781, 116644.3277968344773398712277412414550781
116644.3278372005649856646414264105260372, 116644.3278372003114782273769378662109375, 116644.3278372005649714537867112085223198, 116644.3278372005588607862591743469238281, 116644.3278372005734127014875411987304688
116644.3277564687166005796825629658997059, 116644.3277564688469283282756805419921875, 116644.3277564687167000556655693799257278, 116644.3277564687159610912203788757324219, 116644.3277564687305130064487457275390625
116644.3282004991815057337589678354561329, 116644.3282004993961891159415245056152344, 116644.3282004991817046857249806635081768, 116644.328200499177910387516021728515625, 116644.328200499177910387516021728515625
116644.3273931806979675229740678332746029, 116644.3273931805160827934741973876953125, 116644.3273931806981238423759350553154945, 116644.327393180690705776214599609375, 116644.327393180690705776214599609375
116644.3278043512028290251691942103207111, 116644.3278043512545991688966751098632812, 116644.3278043512027437600409029982984066, 116644.3278043511963915079832077026367188, 116644.3278043511963915079832077026367188
116644.3277893179654469690831319894641638, 116644.3277893177582882344722747802734375, 116644.3277893179654824962199199944734573, 116644.3277893179620150476694107055664062, 116644.3277893179620150476694107055664062
116644.32787200047197018193401163443923, 116644.3278720000089379027485847473144531, 116644.3278720004720696579170180484652519, 116644.3278720004745991900563240051269531, 116644.3278720004745991900563240051269531
116644.3277216680976238194489269517362118, 116644.3277216677379328757524490356445312, 116644.3277216680976948737225029617547989, 116644.3277216681017307564616203308105469, 116644.3277216681017307564616203308105469
116644.2253910030626045113422151189297438, 116644.2253910029830876737833023071289062, 116644.2253910030628105687355855479836464, 116644.2253910030558472499251365661621094, 116644.22539100307039916515350341796875
116644.4305813139362442143465159460902214, 116644.4305813141108956187963485717773438, 116644.4305813139361660546455823350697756, 116644.4305813139362726360559463500976562, 116644.4305813139362726360559463500976562
116644.0295661748048203776306763757020235, 116644.0295661748241400346159934997558594, 116644.0295661748047137962203123606741428, 116644.0295661748095881193876266479492188, 116644.0295661748095881193876266479492188
116644.6264498895054657623404636979103088, 116644.6264498895179713144898414611816406, 116644.6264498895055226057593245059251785, 116644.626449889503419399261474609375, 116644.626449889503419399261474609375
116645.3851584941043881826772121712565422, 116645.3851584938529413193464279174804688, 116645.3851584941043455501130665652453899, 116645.3851584941003238782286643981933594, 116645.3851584941003238782286643981933594
116643.2666674810349505264639446977525949, 116643.2666674812353448942303657531738281, 116643.2666674810352063218488183338195086, 116643.2666674810316180810332298278808594, 116643.2666674810461699962615966796875
116648.3618182160838046002027112990617752, 116648.3618182160716969519853591918945312, 116648.3618182160839111816130753140896559, 116648.3618182160862488672137260437011719, 116648.3618182160862488672137260437011719
116640.2368011129706815154349897056818008, 116640.236801112885586917400360107421875, 116640.2368011129707809914179961197078228, 116640.2368011129728984087705612182617188, 116640.2368011129728984087705612182617188
116644.3213466189133384887099964544177055, 116644.3213466192246414721012115478515625, 116644.3213466189131963801628444343805313, 116644.3213466189190512523055076599121094, 116644.3213466189044993370771408081054688
116644.334246477690484766753797885030508, 116644.3342464774468680843710899353027344, 116644.3342464776905131884632282890379429, 116644.334246477694250643253326416015625, 116644.334246477694250643253326416015625
